benchmark_id,condition,rating,review_clean,bart_summary,bart_inference_seconds,bart_compression_ratio,t5_summary,t5_inference_seconds,t5_compression_ratio,gpt2_output,gpt2_inference_seconds,gpt2_compression_ratio
33,Anxiety,10,"I started off 0.5 mg 2x per day. I now take 1mg of Klonopin 3x per day. I no longer have the unsteadiness on my feet and my anxiety has decreased even more (this despite being unemployed, as well as being a burn patient with severe nerve pain). Only caveat is to take EXACTLY as prescribed, otherwise will become dependent or have severe withdrawal if taken more than supposed to.",I now take 1mg of Klonopin 3x per day. I no longer have the unsteadiness on my feet and my anxiety has decreased even more. Only caveat is to take EXACTLY as prescribed.,0.7330597330001183,0.4714285714285714,"I started off off 0.5 mg 2x per day and now take 1mg of Klonopin 3x a day. only caveat is to take EXACTLY as prescribed, otherwise will become dependent.",0.6861309019996042,0.42857142857142855,I have been diagnosed with a serious adverse event. I have been taking Klonoplatin 3x a day for the past 3 months. I am now taking 2x daily. I do not have any side effects. I will continue to take this medication for the rest of my life. I would like to,0.7876982719999432,0.7428571428571429
34,Depression,3,i have tried almost all SSRI that are commonly used and celexa works just like all the rest of them. It makes me feel out of it like I'm not really here and makes me extremely tired I sleep about 4 hours a day. It does help with some of my anxiety not all of it and it does help with anger,i have tried almost all SSRI that are commonly used and celexa works just like all the rest of them. It makes me feel out of it like I'm not really here and makes me extremely tired I sleep about 4 hours a day. It does help with some of my anxiety not all of,0.9253603719998864,0.8870967741935484,i have tried almost all SSRI that are commonly used. celexa works just like all the rest of them. it makes me feel out of it like I'm not really here.,0.6717940779999481,0.5,"1. SSRI is not as effective as other antidepressants.

2. SSRIs do not work as well as other SSRI's because they do not have the same side effects as other drugs

3. The SSRI does not have any side effects

4. There are no side",0.800740266000048,0.7258064516129032
35,Depression,8,"I had no problem with Nortriptyline. I had to take it in conjunction with Lithium for depression. My problem was when I QUIT taking it. I'm dizzy, sick to my stomach, I have ringing in my ears, I'm irritated all the time and I can't sleep. Just be prepared in case you stop taking it too.","I had no problem with Nortriptyline. My problem was when I QUIT taking it. I'm dizzy, sick to my stomach, I have ringing in my ears, I'm irritated all the time and I can't sleep. Just be prepared in case you stop taking it too.",0.8882229390001157,0.8035714285714286,"nortriptyline took it in conjunction with Lithium for depression. I'm dizzy, sick to my stomach, I have ringing in my ears.",0.643101736999597,0.375,I was diagnosed with bipolar disorder in the early 1990s. I was diagnosed as having bipolar disorder at the time of my diagnosis. I have been diagnosed with depression since I was 12 years old. I am currently on a medication to treat my bipolar disorder. I do not know if I will ever be able to,0.7878980919999776,1.0178571428571428
36,Depression,10,"I started taking Celexa about five months ago and let me tell you, my life is finally normal. I had been suffering from depression and anxiety since I was 13 and it got significantly worse over the course of five years until I was crying and enraged over anything and everything. I could not think straight. Even when I knew I was getting mad over something small, I could not control my anger. I am currently taking 20 mg of Celexa and experiencing no side effects. I am completely back to normal on this medicine. I can think straight and I am happy!","I started taking Celexa about five months ago and let me tell you, my life is finally normal. I am completely back to normal on this medicine. I can think straight and I am happy!",0.9168789550003567,0.33980582524271846,I started taking Celexa about five months ago. my life is finally normal.,0.35317498099993827,0.1262135922330097,"Celexa is an anti-depressant, anti-inflammatory, and anti-oxidant. It has been shown to be safe and effective in treating depression, anxiety, and anxiety-related disorders.

It has been found to be effective in reducing the risk of stroke, heart attack",0.8146632440002577,0.36893203883495146
37,Anxiety,9,"I noticed pretty good results within two weeks- my general anxiety lowered significantly, but I still get frequent panic attacks.","I noticed pretty good results within two weeks- my general anxiety lowered significantly, but I still get frequent panic attacks.",0.37267177100011395,1.0,"I noticed pretty good results within two weeks- my general anxiety lowered significantly, but I still get frequent panic attacks.",0.4892379489997438,1.0,"I've had a lot of anxiety and panic attacks over the past few years. I've had some of the worst panic attacks I've ever had, and I've also had some very bad ones. I'm not sure if it's because I've been in a panic attack for a long time, or if",0.8151714579998952,2.55
38,Anxiety,2,"It is horrible. I am cutting down according to doctors recomendations! I now take just .5 mg at bed time around 8 pm. I get hit with drowsiness mid day, even though I haven,t taken any medications or supplements! This horrible medication doesn,t even help my anxiety! Xanax is the worst benzodiazepine! It caused terrible rebound anxiety! And if you have depression, or know anyone with this problem, NEVER HAVE MORE THAN 3 YEARS OF ELECTRO CONVULSIVE TREATMENT! I HAVE MANY PROBLEMS DUE TO A FALL, AND HITTING MY HEAD! MY LIFE HAS BEEN HE'LL SINCE THEN! TAKE EXTREME CAUTION! CHECK OUT YOUR DOCTOR VERY CAREFULLY! MINE WAS A QUACK!","It is horrible. I am cutting down according to doctors recomendations! I now take just .5 mg at bed time around 8 pm. I get hit with drowsiness mid day, even though I haven,t taken any medications or supplements! This horrible medication doesn,t even help my",0.8806026400002338,0.41818181818181815,"Xanax is the worst benzodiazepine! it caused terrible rebound anxiety. if you have depression, NEVER HAVE MORE THAN 3 YEARS OF CONVULSIVE TREATMENT!",0.8704745420000108,0.20909090909090908,"I have been taking Xanax for over a year now. I have never had any side effects, and I have not had any serious side effects. I do not know if it is a side effect or not, but I do know that it is very bad for my health. I feel like I am going",0.7964473150000231,0.509090909090909
39,Depression,10,Pristiq is the only anti depressant I've ever tried. 26. Recovering bulimic. Anxiety/depression. I put off taking AD's for years and tried everything but...but couldn't stop throwing up my food due to bouts of anxiety and sadness. Pristiq is working for me and I now have my life back. I am so happy now. Normal weight and attitude towards myself and food. This saved me. Miss a tablet and it causes dizzyness and nausea. Also hot and cold flushes if you go nearly 48hrs without it. Super lightweight on alchohol and makes hangovers worse. But I didn't expect this drug to work for me at all. I thought I would live with an ED for the rest of my life and that it would be a struggle. Not anymore. But,Pristiq is the only anti depressant I've ever tried. Miss a tablet and it causes dizzyness and nausea. Also hot and cold flushes if you go nearly 48hrs without it. Super lightweight on alchohol and makes hangovers worse.,1.0928115850001632,0.2923076923076923,Pristiq is the only anti-depressant I've ever tried. I put off taking AD's for years and tried everything but...but couldn't stop throwing up my food.,0.8290703319999011,0.19230769230769232,"This is a drug that has been approved by the Food and Drug Administration (FDA) for use in the treatment of depression and anxiety. It has been shown to be safe and effective in treating a wide range of conditions, including anxiety, depression, and anxiety-related disorders.

It has been used",0.7882101609998244,0.38461538461538464
40,Anxiety,7,"I am an alcoholic with severe anxiety and depression. I am prescribed the max dose (1,200 mgs) 3x a day. I find some relief, but not the same relief I am looking for when I take benzos like Klonopin. I really only notice the effects of Gabapentin when I am not taking it, because I am a nervous wreck. During the ""experience"" I might just be numbed to knowing how I feel, and I think this is the point of the medication.","I am an alcoholic with severe anxiety and depression. I am prescribed the max dose (1,200 mgs) 3x a day. I find some relief, but not the same relief I am looking for when I take benzos like Klonopin.",1.2173540659996434,0.47560975609756095,"I am an alcoholic with severe anxiety and depression. I am prescribed the max dose (1,200 mgs) 3x a day.",0.539556532000006,0.24390243902439024,"I have been taking benzos for over a year now. I have never had any side effects. I feel like I am getting better and better. I don't know what to do with myself, but I am starting to feel better and I am going to start taking more and more of the benzos.",0.7981770579999647,0.6585365853658537
41,Depression,9,"I am a 20 year old female who has suffered from depression for 5 years. I have tried many different medications and have had little to no luck with anything, until my doctor prescribed me Citalopram. I feel great. I feel tired alot more often, but that's the only side effect I have noticed. I'd recommend this medication to anyone who feels their current depression medication isn't working. Hope I've helped.","I am a 20 year old female who has suffered from depression for 5 years. I have tried many different medications and have had little to no luck with anything, until my doctor prescribed me Citalopram. I feel great. I'd recommend this medication to anyone who feels their current depression medication isn't",0.9436741639997308,0.7323943661971831,20-year-old female has suffered from depression for 5 years. I have tried many different medications and have had little to no luck with anything.,0.46545252199985043,0.3380281690140845,"I was diagnosed with bipolar disorder in the early 1990s. I had been diagnosed with depression in the late 1990s, but I had never had a manic episode before. I was diagnosed as having bipolar disorder at the time of my diagnosis, and I had not had any manic episodes in the past year. I",0.8236030559996834,0.7746478873239436
42,Depression,1,"I paid $250 for the brand name after having tried the generic 3 months ago with horrible results. Started at 5 mg; immediate increase in anxiety. Bad dreams, insomnia, diarrhea. Doctor said to go up to 10 mg after one week; could not focus, could not eat, intense agitation, uncontrollable crying, crazy thoughts. Anxiety hit the roof- couldn't leave then house. Saw a pychologist/ next a psychiatrist- immediately stopped the lexapro and within 24 hours felt 90% better. This drug is not for all. Sexual side effects and weight gain are high for most. Do your homework.",I paid $250 for the brand name after having tried the generic 3 months ago with horrible results. Started at 5 mg; immediate increase in anxiety. Sexual side effects and weight gain are high for most. Do your homework.,0.7629427420001775,0.4020618556701031,anxiety hit the roof- couldn't leave then house. saw a pychologist- immediately stopped the lexapro and within 24 hours felt 90% better.,0.5659838579999814,0.2268041237113402,"I have been using this drug for over a year now. I have never had any side effects. I am very happy with the results. I would recommend this drug to anyone who is looking for a drug that is safe, effective, and safe for their body. I will continue to use this drug.",0.7665411269999822,0.5567010309278351
43,Depression,8,"I've been taking this medication for 10 months. It has really saved my relationship. I was always moody, crabby & wanted to be alone! I also have PMDD and it has helped with that too. The only down side is my decrease in sexual drive. It is now hurting my relationship.","I've been taking this medication for 10 months. It has really saved my relationship. I was always moody, crabby & wanted to be alone. The only down side is my decrease in sexual drive.",0.6560992940003416,0.6666666666666666,I've been taking this medication for 10 months. it has saved my relationship.,0.31534289100000024,0.2549019607843137,I have been taking the medication for over a year now. I feel like I am in the middle of a divorce. I have been in a relationship for over 2 years now and I have never felt like I was in love with anyone. I am not sure if it is because of the medication or if I,1.0505749300000389,1.1568627450980393
44,Anxiety,1,"Started taking the lowest dose, when that seemed ineffective the doctor upped the dosage, a few times. The entire time I was on the medication I had horrible dizzy spells. I had to time my taking it just right so I would be able to drive to work safely. At first I felt better. I was hoping this was the medicine that would help me with my anxiety. I had hope my body would ""get used to it"" and the dizziness would eventually end. That never happened. I gave it a full year (I know now how ridiculous that was). During this time period I also had really negative thoughts that I absolutely believe were linked to the medication. I have been off of it and on a different medication for almost a year now and can finally see what it was doing to me.","Started taking the lowest dose, when that seemed ineffective the doctor upped the dosage, a few times. The entire time I was on the medication I had horrible dizzy spells. I have been off of it and on a different medication for almost a year now.",0.8476314970002932,0.31724137931034485,"the doctor upped the dosage, when that seemed ineffective. the entire time I was on the medication I had horrible dizzy spells. I had to time my taking it just right so I could drive to work safely.",0.7186908199996651,0.2620689655172414,"I have been taking this medication for over 2 years now and I have never had any adverse events. I am very happy with the results. I will continue to take this medication as long as I can and I will not stop taking it. I do not know if I will ever stop taking the medication, but",1.0796845439999743,0.4
45,Depression,8,"Started at 10mg for 2 weeks and took 20 for 4 weeks. Some nausea and itchy skin first 2 weeks then no noticeable side effects. However, I did experience elevated blood pressure and severe ringing in both ears but was also taking large dose of prednisone at that time for cluster headaches. Stopped taking everything and BP returned to normal. Before the BP spike, this stuff was working exactly as stated. Have tried to restart but vomit every time.","Started at 10mg for 2 weeks and took 20 for 4 weeks. Some nausea and itchy skin first 2 weeks then no noticeable side effects. However, I did experience elevated blood pressure and severe ringing in both ears. Stopped taking everything and BP returned to normal.",0.7763403489998382,0.5822784810126582,started at 10mg for 2 weeks and took 20 for 4 weeks. some nausea and itchy skin first 2 weeks then no noticeable side effects.,0.4666789850002715,0.31645569620253167,"I have been taking prednisolone for about 2 weeks now. I have not had any side effects, but I have had a couple of side effects that I am not aware of. One of the side effects is that I can't stand it. The other side effect is that it makes me feel like",0.9769593040000473,0.6835443037974683
46,Depression,10,"My dr gave me two sample packs and told me to take all the 10mg tablets and once I was done I could go up to 20mg if I needed it, but I continue to get a prescription for 20mg and cut them in half so it lasts me twice as long. She told me I would have upset stomach the first night and that was literally the only bad side effect I had! I take it after dinner/before bed. Right away it made me feel more awake, able to handle things my stressors better, and gave me a general sense of well being. I can still get aggravated so I don't feel like a zombie, and I'm still able to have the big O. I am 36 and have tried 10 or so different antidepressants over the years since I was in my late teens and nothing has ever worked as well as this.",My dr gave me two sample packs and told me to take all the 10mg tablets and once I was done I could go up to 20mg if I needed it. She told me I would have upset stomach the first night and that was literally the only bad side effect I had! I take it after,0.9385241889999634,0.36774193548387096,"dr gave me two sample packs and told me to take all the 10mg tablets. she told me I would have upset stomach the first night. right away it made me feel more awake, able to handle things my stressors better, and gave me a general sense of well",0.8774755969998296,0.3161290322580645,"I have been taking this medication for over a year now and I have never had an adverse event. I have had a few side effects, but none of them have affected me at all. The only thing that has changed is that I have been able to sleep better and I am able to eat better. I",0.8461797169998135,0.3741935483870968
47,Anxiety,10,"Suffered from extreme anxiety and depression for years. Now taking 900mg of gabapentin daily and anxiety has disappeared. Side effects dizziness, unpleasant tasting food but worth it as anxiety is gone.",Suffered from extreme anxiety and depression for years. Now taking 900mg of gabapentin daily and anxiety has disappeared.,0.5376185989998703,0.5806451612903226,"taking 900mg of gabapentin daily has disappeared. side effects dizziness, unpleasant tasting food but worth it as anxiety is gone.",0.47166655099999844,0.6451612903225806,"This is a very good medicine. It is very effective in treating anxiety. It has been shown to be safe and effective for many years. It does not cause any side effects. It can be used as an anti-depressant, anti-anxiety medication, or as an antiepileptic",0.7907723500002248,1.4516129032258065
48,Depression,9,"It's always a test of one person. Everyone will have anti-depressants that work best for them. I tried Lexapro and Wellbutrin. I hated Wellbutrin. Prozac gave me ZERO side effects. No sexual frustration, no irritability, and no insomnia. I'm on my 6th month and just got bumped from 20mg to 40mg because of seasonal depression and feel a HUGE deal better. I've lost 10lbs in 3 weeks because my appetite and drinking are also under control. I've also heard Prozac is associated with weight loss. If something isn't working for you, give it a try.","Prozac gave me ZERO side effects. No sexual frustration, no irritability, and no insomnia. I've lost 10lbs in 3 weeks because my appetite and drinking are also under control.",0.6046382070003347,0.30526315789473685,"prozac gave me ZERO side effects. no sexual frustration, no irritability, and no insomnia. I've lost 10lbs in 3 weeks because my appetite and drinking are also under control.",0.6681130890001441,0.30526315789473685,"I've been on Prozac for 3 months now and I've never had any adverse events. It's been a long time since I've used it, but I've noticed that it's not as bad as I thought it would be. I feel like I'm getting better every day, and I'm not",0.7847878019997552,0.5157894736842106
49,Anxiety,8,"There are a lot of negative reviews about this medicine and it's side effects, and that makes a lot of people beginning the medicine, including myself, freak out. The people having a positive experience with Lexapro are out living life. Don't be discouraged. For me, Lexapro started working in the second week, but would work on and off for the first month. I started at 5mg and slowly went up to 15. I'm on week 5 and it hasn't done much for my anxiety (yet) but it has helped my moods tremendously. For the first month I had muscle aches and headaches, and I was really tired and unmotivated. That went away in week 4 and I'm feeling better than I have felt in two years.",There are a lot of negative reviews about this medicine and it's side effects. Don't be discouraged. The people having a positive experience with Lexapro are out living life.,0.7906552200001897,0.23015873015873015,the people having a positive experience with Lexapro are out living life. I started at 5mg and slowly went up to 15. for the first month I had muscle aches and headaches.,0.6324672050000117,0.25396825396825395,"Lexapro has been approved by the FDA for use in the treatment of anxiety and depression. It has been shown to be safe and effective in treating a wide range of conditions, including anxiety, depression, bipolar disorder, anxiety disorders, and post-traumatic stress disorder (PTSD).

It is",0.7912865280000005,0.36507936507936506
50,Anxiety,8,"I have been diagnosed with GAD, Panic Disorder and PTSD. I was having a hard time managing my anxiety with my Zoloft and Xanax only combo so my pdoc prescribed 300 mg Gabapentin 1/day. I did not feel much relief from this dose and it was upped to 300 mg 3/day. It's been 4 months and I have since had to increase to 600 mg 3/day and it's been really working for me. I do not have many side effects. I can tell if I miss a dose as withdrawal symptoms come rather quickly. I have not gained or lost weight. I am not overly tired and it does not make me feel restless. Overall, this med is working for me and I am glad my pdoc suggested I try it.",I was having a hard time managing my anxiety with my Zoloft and Xanax only combo so my pdoc prescribed 300 mg Gabapentin 1/day. It's been 4 months and I have since had to increase to 600 mg 3/day and it's been really working for me. I,0.8811994719999348,0.35877862595419846,"I have been diagnosed with GAD, Panic Disorder and PTSD. my pdoc prescribed 300 mg Gabapentin 1/day. it was upped to 300 mg 3/day and it's been really working for me.",0.8819709299996248,0.2366412213740458,I was diagnosed with panic disorder. I had been taking Xanax for a year and had never had a panic attack before. I started taking Gabacentin 2 weeks ago. I felt like I was on the edge of a cliff. I didn't know what to do with myself. I thought I was going,0.7933936159997756,0.40458015267175573
