uniqueID,drugName,condition,review_clean,rating,usefulCount,ae_flag,ae_label,ae_probabilities,ner_entities,symptoms_extracted,symptom_clusters,cluster_id
184092,Hydroxyzine,Anxiety,I have been taking this drug for about a week off and on for the last 10 years I have been having panic attacks here and there just recently I believe I found out that birth control that I have been using the Depo has increased my anxiety to the point of exhaustion terrible sleeping would wake up every hour or would lay in bed with my mind racing and my body sweating and having chills at the same time I asked my doctor for something and they prescribed me this medication so far has done great have been getting a little tired here and there but my anxiety is almost gone still have a little chest pain here and there but other than that it has been great a lot of medications are different for a lot of different people just see what works for u,9,27,1,0,"[0.589471697807312, 0.024885455146431923, 0.3856428265571594]","[('about a week', 'DATE'), ('the last 10 years', 'DATE'), ('Depo', 'ORG'), ('every hour', 'TIME')]",[],[],
7743,Xanax,Depression,Very good for insomnia and stress which leads to depression. No side effects.,10,179,1,0,"[0.5105440020561218, 0.036256976425647736, 0.4531990587711334]",[],[],[],
181359,Prozac,Depression,"I just started Prozac again after being off it for several years. After going off Prozac the first time, I tried battling depression with alternative methods, including yoga, exercise and CBT. Recently I decided I was losing the battle using these methods alone and went back to Prozac. My experience so far is that the medication is working. I have so far not been experiencing the really deep lows while on this medication. I do feel a bit drowsier that usual, although this is not entirely unwelcome as I was having trouble sleeping before and now I find I am able to sleep and nap more easily. Exercise and avoiding alcohol dramatically helps with the drowsiness issue and also helps improve mood further in combination with the Prozac.",10,79,0,2,"[0.20081932842731476, 0.03292541205883026, 0.766255259513855]","[('Prozac', 'PERSON'), ('several years', 'DATE'), ('Prozac', 'GPE'), ('first', 'ORDINAL'), ('CBT', 'ORG'), ('Prozac', 'PERSON'), ('Prozac', 'PERSON')]",[],[],
186497,Desvenlafaxine,Anxiety,"I'm a 20 yr old female with anxiety, panic disorder, and attention deficit. This was my first day of Pristiq, but I noticed a huge change today already! I took a 50mg in the morning before work and had no problem dealing with customers or talking to strangers in general. I had a few short moments where I felt nervous, but I was surprised to find I was very relaxed all day. I really had no idea I was so anxious all the time! I would definitely recommend this!",10,54,0,2,"[0.47150954604148865, 0.02730368636548519, 0.5011867880821228]","[('20', 'CARDINAL'), ('first', 'ORDINAL'), ('Pristiq', 'ORG'), ('today', 'DATE'), ('50', 'CARDINAL'), ('the morning', 'TIME'), ('all day', 'DATE')]",[],[],
177348,Duloxetine,Anxiety,First day I took the first 20mg capsule...thought I was going to have a seizure and was having a full blown panic attack. She had given me this for anxiety and for pain (didn't help either: in fact made BOTH the pain and anxiety worse) I couldn't sleep that night. I was supposed to try it for 3 weeks before she upped my dose but I said no way. I threw the bottle away and don't ever want to put one in my body again. It almost strangely reminded me of being on a stimulant (adderall or vyvanse) but it wasn't pleasant or made me focus. I was extremely distracted and panicking so much. I cried for hours.,1,39,1,0,"[0.7578802108764648, 0.023923909291625023, 0.2181958556175232]","[('first', 'ORDINAL'), ('20', 'CARDINAL'), ('that night', 'TIME'), ('3 weeks', 'DATE'), ('hours', 'TIME')]",[],[],
176770,Nardil,Depression,"Severe anxiety and debilitating depression - a normal active happy person reduced to nothing but the dark in a bed for months. Prescribed every drug in the book in every combination - twice! All absolutely utterly totally useless. One day my doc said we are going to try an unusual dangerous drug - Nardil, because its your only hope. FANTASTIC UTTERLY INCREDIBLE. In two days I was living again and I was nearly better.",10,47,1,0,"[0.549206018447876, 0.029357291758060455, 0.42143669724464417]","[('months', 'DATE'), ('One day', 'DATE'), ('doc', 'ORG'), ('two days', 'DATE')]",[],[],
183585,Cymbalta,Anxiety,"I was prescribed this medicine after failed attempts on Effexor, Lexapro, Zoloft and Pristq. I've been trying different medicines and have been having panic attacks ever since I can remember, even when I was a child in school, after my son was born it got WORSE. I am currently taking Xanax, two 0.5mgs a day and clonazepam two 1mg's a day and also a Beta Blocker for fast heart rate. I've been on the Beta Blocker for 6 years. I have been taking Xanax and clonazepam for 3 years. They do not help my anxiety 100%. I still get attacks, but not full blown panic attacks like I used to. I took my first Cymbalta last night. I'm supposed to take 20mg in the morning and another 20mg at night. No side effects yet! I'm hoping this will be the pill that works for me!",2,19,1,0,"[0.7212141752243042, 0.024801267310976982, 0.25398460030555725]","[('Effexor', 'PERSON'), ('Lexapro', 'GPE'), ('Zoloft', 'PERSON'), ('Pristq', 'PERSON'), ('Xanax', 'ORG'), ('two 0.5mgs a day', 'DATE'), ('two', 'CARDINAL'), ('1', 'CARDINAL'), ('a day', 'DATE'), ('6 years', 'DATE'), ('Xanax', 'ORG'), ('3 years', 'DATE'), ('100%', 'PERCENT'), ('first', 'ORDINAL'), ('Cymbalta', 'ORG'), ('last night', 'TIME'), ('20', 'CARDINAL'), ('the morning', 'TIME'), ('night', 'TIME')]",[],[],
45353,Fluoxetine,Depression,I've been taking prozac for three months now and I'm the best I've ever been. I can see the beauty in the world that I saw when I was little. I don't think bad thoughts anymore. Sometimes I miss a few days on my medication and I'll see something like a road or a song or an old diary entry from my journal and it will be a subtle reminder of how I felt but I am strong enough to fight those thoughts and push them away. I smile more and I talk to people. I'm not scared to talk to people in public anymore. My anxiety is almost gone. I dont feel depressed anymore and I love myself. I don't hate myself anymore. I've gotten distracted by how beautiful and amazing I can be that I don't think about flaws or imperfections. I feel great. Prozac is a miracle,10,138,0,2,"[0.2607378363609314, 0.0382423996925354, 0.7010197639465332]","[('three months', 'DATE'), ('a few days', 'DATE'), ('Prozac', 'ORG')]",[],[],
161193,Risperidone,Depression,"At one mg, it completely removed all signs of depression and the side effects and feelings of lack of control associated with the depression. Although similar to moving into a new house, it was easy to get used to it and greatly simplified daily routine for the most part. Does not help with PMS associated lack of concentration but enhances concentration overall at this low dosage and makes it easy to focus on relationship problems also, although no drug can change the other person.",10,54,0,2,"[0.33987918496131897, 0.036521781235933304, 0.6235990524291992]","[('one', 'CARDINAL'), ('daily', 'DATE'), ('PMS', 'ORG')]",[],[],
74691,Wellbutrin Sr,Depression,I have been taking Wellbutrin SR to treat stress related depression. I have had no side effects and have experienced a large increase in my libido. I feel like a kid again.,10,91,0,2,"[0.46784165501594543, 0.03069232404232025, 0.5014660358428955]","[('Wellbutrin SR', 'ORG')]",[],[],
96591,Neurontin,Anxiety,"I have had general anxiety most of my life, and occasional panic attacks. About a month ago, some personal issues tossed me into a week-long panic attack, I fell into a deep depression that made me have horrible physical pain. I started Neurontin 4 days ago and hours later, I was able to get up and move around, the panic attack stopped and I could feel it lifting. I'm still ""down' but I have things to be genuinely sad about. Today I am starting trazodone to help with sleep, I don""t get drowsy on Neurontin. But for me, it worked immediately for the massive anxiety with no side effects except a foggy feeling which I no longer have with doses. The myalgia and pain from the depression is also nearly gone. I'm thrilled.",10,102,1,0,"[0.7005947828292847, 0.023951280862092972, 0.27545392513275146]","[('About a month ago', 'DATE'), ('week-long', 'DATE'), ('Neurontin', 'ORG'), ('4 days ago', 'DATE'), ('Neurontin', 'ORG')]",[],[],
204388,Buspar,Anxiety,I've been on Busiprone (10 mg twice a day) for about 2 weeks now and I have seen no improvement. My sleep is jacked up from it from either interupted sleep or vivid dreams. I dont think I'm going to continue to use it. Xanax seemed to be the only thing that has helped me so far..,2,46,0,2,"[0.1800057291984558, 0.036187104880809784, 0.783807098865509]","[('Busiprone', 'ORG'), ('10', 'CARDINAL'), ('about 2 weeks', 'DATE')]",[],[],
83186,Paxil,Anxiety,"Been on it for 12 years, and couldn't stand the anxiety attacks any more, now I hardly have any attacks. This medicine works for me.",10,40,1,0,"[0.49463266134262085, 0.040263522416353226, 0.4651038348674774]","[('12 years', 'DATE')]",[],[],
66982,Seroquel,Depression,"It made me incredibly sleepy, which was a bonus. I took the medication combined with Lexapro, and gained 20 lbs in my first 3 months on both. Since I got off Seroquel my weight returned to normal.",4,20,0,2,"[0.21595999598503113, 0.041285205632448196, 0.7427548170089722]","[('Lexapro', 'PERSON'), ('20', 'CARDINAL'), ('my first 3 months', 'DATE')]",[],[],
92827,Vortioxetine,Depression,"I have had such bad side effects with many psychiatric drugs. Could not tolerate Zoloft, Lexapro, or Lamictal, and Prozac stopped working after a while. Trintellix has been a life saver and has caused NO nausea! In fact it also blocks the same receptor that many anti-nausea medications block. So for people who say they get nauseous on it, I think it's just a placebo effect for them. There's also a coupon on the website so I only have to pay $10/month. Only downside is it doesn't seem to help anxiety",9,7,1,0,"[0.48595383763313293, 0.031762171536684036, 0.48228397965431213]","[('Zoloft', 'PERSON'), ('Lamictal', 'ORG'), ('Prozac', 'PERSON'), ('Trintellix', 'GPE'), ('10', 'MONEY')]",[],[],
225388,Bupropion,Depression,"I have been on Bupropion xl 150 mg for 3 months. The major side effect is my sex drive has diminished and my erections are non-erections. I get a little hard and then during sex I go soft. I am calling my Dr today. It did help with the depression but, I'd rather be depressed then lose my sex drive.",1,6,1,0,"[0.5182932615280151, 0.02932904101908207, 0.4523776173591614]","[('150', 'CARDINAL'), ('3 months', 'DATE'), ('today', 'DATE')]",[],[],
74703,Wellbutrin Sr,Depression,"I have Major Depressive Disorder, Anxiety, and severe ADHD. I took Wellbutrin for four days and at first it was fine then I quickly developed hot flashes and eventually started freaking out and having unrelenting suicidal thoughts. Guess it just didn't work for me, but it didn't make me tired.",1,25,1,0,"[0.7592871785163879, 0.025134725496172905, 0.21557803452014923]","[('Depressive Disorder', 'PERSON'), ('Wellbutrin', 'NORP'), ('four days', 'DATE'), ('first', 'ORDINAL')]",[],[],
183667,Cymbalta,Depression,I have been on Cymbalta now for almost a year and I feel great. The downside is the isomnia but no other side effects.,8,21,0,2,"[0.1433112472295761, 0.0396992526948452, 0.8169894814491272]","[('Cymbalta', 'PRODUCT'), ('almost a year', 'DATE')]",[],[],
184355,Hydroxyzine,Anxiety,I got prescribed 50mg of the generic vistaril and took one. Woah. It knocked me out so bad and then all the next day I had a hangover feeling. I now take 12.5mg and now it helps me sleep but I still have a major hangover feeling the next day and want to just sleep and sleep.,7,13,0,2,"[0.19821585714817047, 0.029275722801685333, 0.772508442401886]","[('50', 'CARDINAL'), ('12.5', 'CARDINAL'), ('the next day', 'DATE')]",[],[],
120895,Venlafaxine,Depression,"Effexor has been good for my work life, it has given me energy to get things done, and to not stress as much about anything, including social interactions. It sort of numbs my emotions which has been good because I usually cry easily, and get easily bitter. I don't get overIy happy tho. I also like how I don't feel like I'm on a drug, my mind isn't cloudy. I have trouble when it comes to working on projects at home, projects I used to work on so easily now stress me out just thinking about the process of it all. I have an unusually strong urge to bite my nails, crazy dreams (which is fine), lethargic. Appetite fine except when changing my dose.",8,6,0,2,"[0.2414553165435791, 0.03282623738050461, 0.7257183790206909]","[('Effexor', 'PERSON')]",[],[],
196879,Ativan,Anxiety,This is by far the best anxiety medication on the market for immediate help it takes about 10 min. To feel the effects and it is wonderful it's immediate relaxation. I had anxiety about 5 years ago and Ativan cured it. Unfortunately I have been under a lot of financial stress lately and it started bothering me again so my doc put me back on them and it has already killed the anxiety again. Definitely a miracle drug be careful they are for short term only.,10,69,0,2,"[0.22803319990634918, 0.030059814453125, 0.741907000541687]","[('about 10', 'CARDINAL'), ('about 5 years ago', 'DATE'), ('Ativan', 'ORG'), ('doc', 'ORG')]",[],[],
61862,Citalopram,Depression,"My ""episode"" started when my marriage was falling apart. I thought I was handling it well until I just started crying uncontrollably. I was prescribed a number of antidepressants none of which worked. Then about 6 years ago I started on Celexa. I had no side effects and it has worked perfectly for me. I just increased to 40 mg due to some extremely challenging changes in my life. Again I have had no side effects; I am in control of my emotions and not feeling over medicated. This has been a godsend for me and I am comfortable telling people about it.",10,29,0,2,"[0.25149133801460266, 0.03169552981853485, 0.7168130874633789]","[('about 6 years ago', 'DATE'), ('Celexa', 'ORG'), ('40', 'CARDINAL')]",[],[],
160535,Buspirone,Anxiety,"Okay so buspar was the first medicine I took and it helped with my anxiety tremendously but the side effects sucked. I'm a female and only weigh about 115 so I'm not sure if that's why the side effects impacted me so much or what. The first day I was on it, I was fine. The only problem was I felt a little dizzy after the first 10 min of taking it but then I was fine and I would go about my regular day and I felt amazing. I took this pill everyday for about 4 days and felt fine but then one day after I took it, I was so dizzy, I could barely stand up and then I felt nauseous all day long. It was not fun. So it's kind of a hit or miss with this medicine. You either take it and feel fine or you'll have bad side effects. At least for me anyways",4,40,0,2,"[0.24426542222499847, 0.028247768059372902, 0.727486789226532]","[('first', 'ORDINAL'), ('about 115', 'CARDINAL'), ('first', 'ORDINAL'), ('first', 'ORDINAL'), ('10', 'CARDINAL'), ('about 4 days', 'DATE'), ('one day', 'DATE')]",[],[],
49835,Gabapentin,Anxiety,Awful drug. I was on it for about a year straight and I could never comprehend anything. All though it did take away my anxiety it ruined my Brain. I couldn't retain information I always forgetting and misplacing things. Best thing I did was get off this drug. I swear it made dumb. I can't even remember words sometimes and when I was training at work on this medication I had such a hard time I would forget what was literally just taught to me. Since I been off of it now for about 6 months things have returned back to normal except for my vocabulary and spelling.,1,52,0,2,"[0.4668225944042206, 0.03564590588212013, 0.4975315034389496]","[('about a year', 'DATE'), ('Brain', 'ORG'), ('about 6 months', 'DATE')]",[],[],
61442,Citalopram,Depression,Been on this medication for 10 years now. Not much to complain about here. Tried to up dose from 20mg to 40mg during a difficult time but went went back down due to hypotension when getting up to quickly while sitting or laying.,9,10,1,0,"[0.5720118880271912, 0.02876005321741104, 0.3992280960083008]","[('10 years', 'DATE'), ('20', 'CARDINAL'), ('40', 'CARDINAL')]",[],[],
170982,Quetiapine,Depression,I can finally have days without flying off the handle! I would not want to do without it again. I can enjoy my family and my life!,10,25,0,2,"[0.23209625482559204, 0.10612224787473679, 0.6617814898490906]",[],[],[],
7618,Xanax,Anxiety,I started taking this medication since I was 18 years old on and off. Let me put it in simple terms it is highly addictive. Yes it cured my anxiety but temporary only as long as I was on it. Miss a day and you want to crwal out of your own skin. The withdrawls are horrendous. Xanax just masks the problem. As soon as I got back on it my brain just wants it and thats all I think about. Valarian root is healthier and natural think twice before taking Xanax. Go for natural products if you can.,5,41,0,2,"[0.19253763556480408, 0.032939378172159195, 0.7745230197906494]","[('18 years old', 'DATE'), ('Valarian', 'NORP'), ('Xanax', 'ORG')]",[],[],
168939,Vilazodone,Depression,"I have had major depression for 10 years. I had been on handfuls of different antidepressant medicines and found that not one worked. I had also had suicidal feelings. My doctor put me on Viibryd and I am a totally different person. Aside from having diarrhea, which I can totally live with, this medication has changed my life. I no longer feel depressed. I have a new love of life, I am not short tempered with my family. I feel extremely good, and have patience, which I haven't had in years. Thank God for Viibryd. I have been getting samples from the doctor, so I hope that I can afford to keep taking it. It has made a HUGE difference in my life.",10,88,0,2,"[0.4400100111961365, 0.02923491969704628, 0.5307550430297852]","[('10 years', 'DATE'), ('years', 'DATE')]",[],[],
92785,Vortioxetine,Depression,"I took this from Feb 2017 until Sept 2017 for my GAD. I alternated between 5mg & 10mg daily. It worked ok for my anxiety, but just ok. Sex drive non-existent. Gained 20 lbs with no other lifestyle changes, so it had to be this medicine. I stopped with no withdrawal symptoms so that's good.",3,19,0,2,"[0.2884621024131775, 0.027391428127884865, 0.6841464042663574]","[('Feb 2017', 'DATE'), ('Sept 2017', 'DATE'), ('GAD', 'ORG'), ('between 5', 'CARDINAL'), ('20', 'CARDINAL')]",[],[],
141538,Escitalopram,Anxiety,"I was prescribed Lexapro about a month ago. Initially I was sleepy all the time but I took it at night and now the only side effect is difficulty reaching an orgasm. I love this medicine! I was having several panic attacks a day and since being on 20mg/night I'm back to myself! I'm going to continue. It's like my own ""Happy Pill"".",10,82,0,2,"[0.3328438699245453, 0.029353579506278038, 0.6378025412559509]","[('about a month ago', 'DATE'), ('night', 'TIME'), ('a day', 'DATE'), ('20mg/night', 'TIME'), ('""Happy Pill', 'WORK_OF_ART')]",[],[],
28572,Lexapro,Anxiety,"I started taking lexapro for anxiety associated with over analyzing everything.. parents separating.. and getting engaged. The side effects the first couple of weeks included nausea, dizziness, headaches and wide awake feeling at night. The pros: took away the thoughts running through my mind.. blushing.. helped even out all of my emotions. The CONS: I stopped lexapro in December before I wanted to get pregnant and 1 week later I had a massive migraine (never had one) and lost my ability to speak.. see.. it was awful.. rushed to the ER thinking I had a stroke.. everything came back fine. Just remember if you plan on getting off before pregnancy.. give yourself a good few mths. The withdrawls are a NIGHTMARE!!! Dizziness, nausea.,headaches",8,14,1,0,"[0.7432291507720947, 0.023167425766587257, 0.23360346257686615]","[('the first couple of weeks', 'DATE'), ('night', 'TIME'), ('December', 'DATE'), ('1 week later', 'DATE'), ('ER', 'ORG'), ('NIGHTMARE', 'ORG')]",[],[],
204461,Buspar,Anxiety,I've been taking 15 mg 2x/day with good results. My social anxiety has improved and I am sleeping much better. I have been taking Ambien almost every night for the past 4 years and now down to less than 1x/week. That to me has made it worth it.,9,118,0,2,"[0.14579299092292786, 0.03454630821943283, 0.8196606636047363]","[('15', 'CARDINAL'), ('2x/day', 'DATE'), ('Ambien', 'PERSON'), ('almost every night', 'TIME'), ('the past 4 years', 'DATE'), ('less than 1x', 'CARDINAL')]",[],[],
75311,Vistaril,Anxiety,"I had anxiety that I consider inexpressible. It was as bad as it can get. I took Xanax and it amplified my depression substantially, which increased my anxiety. Seeking a long term treatment rather than an addictive short term relief, I was prescribed Vistaril 50mg. This is a drug similar to Benadryl, but a bit stronger. It is nonaddictive, and DOES fight the anxiety without the side effects of Ativan/Xanax. This WILL NOT kill the anxiety alone. You must be on an SSRI such as Lexapro for this drug to fully combat GAD. I urge everyone to try this drug. There are no risks, and it may help you.",8,88,0,2,"[0.45186883211135864, 0.030059240758419037, 0.5180718898773193]","[('Xanax', 'ORG'), ('Vistaril', 'PERSON'), ('Benadryl', 'ORG'), ('Ativan/Xanax', 'ORG'), ('GAD', 'ORG')]",[],[],
64039,Sertraline,Depression,"I have taken sertraline for some 15 years now for depression caused by hysterectomy...had never had depression prior to this surgery. At any rate I began at 50mg and never had any difficulties with this medication and I am very sensitive to medications. My depression lifted completely within 3 weeks of my start. I have attempted remove myself from the sertraline with my doctor's okay...however within a month my husband recognizes my depression and when I am alerted to it I realize I have become very depressed, not happy, find nothing to be good in my life...so I went back on it at 25mg a day and that has worked very well. I believe my brain chemistry changed after my surgery...it is what it is and I am glad this med. is available.",10,26,0,2,"[0.4647101163864136, 0.026895347982645035, 0.5083944797515869]","[('some 15 years', 'DATE'), ('50', 'CARDINAL'), ('3 weeks', 'DATE'), ('a month', 'DATE'), ('25mg a day', 'TIME')]",[],[],
147653,Alprazolam,Anxiety,"Xanax is the best medicine. I was dizzy for two months straight. I felt like I was on a boat and couldn't get off. My whole life was just a mess between working full time, school, personal life until I found Xanax. I am on 0.5mg twice a day and I have my life back. I can tolerate people again. This is the wonder drug. Other than being a little more tired than normal, which I will suffer through because it is better than biting people's heads off every chance I got.",10,134,0,2,"[0.2738552987575531, 0.03320588171482086, 0.6929388046264648]","[('Xanax', 'ORG'), ('two months', 'DATE'), ('Xanax', 'ORG'), ('0.5', 'CARDINAL')]",[],[],
183688,Cymbalta,Depression,I've been on Cymbalta for about a year now. I was taking it for depression and anxiety disorder along with other medications. About 6 months ago I became severely depressed and suicidal. I was put on two more different drugs for mood stabilization. Nothing would help. My doctor did not once tell me that the Cymbalta could be the cause of my increased depression. I finally was taken of the Cymbalta and put on a new drug 6 days ago. Barely 24 hours after the Cymbalta was out of my system my suicidal thoughts and severe depression was almost completely depleted.,1,33,1,0,"[0.8197846412658691, 0.023681359365582466, 0.15653397142887115]","[('Cymbalta', 'PRODUCT'), ('about a year', 'DATE'), ('About 6 months ago', 'DATE'), ('two', 'CARDINAL'), ('Cymbalta', 'PRODUCT'), ('Cymbalta', 'PRODUCT'), ('6 days ago', 'DATE'), ('Barely 24 hours', 'TIME'), ('Cymbalta', 'PRODUCT')]",[],[],
140501,Escitalopram,Anxiety,I have a fear of driving and social anxiety when it comes to standing in line etc. did Zoloft for 2 weeks and thought my life was over. Went and changed my meds to lexapro half a pill every night before bed.i feel like me again. Not a different happy weirdo but the old me. I am now on 10mg and it's only been a month but I'm so glad how it's working. A little sweaty but that's about it . I also take blood pressure meds for my anxiety as needed. Before anyone tries xanaex or lorazepam I highly recommend this medicine. No side effects and non habit forming,9,45,0,2,"[0.2784980535507202, 0.027395429089665413, 0.6941065192222595]","[('Zoloft', 'PERSON'), ('2 weeks', 'DATE'), ('half', 'CARDINAL'), ('every night', 'TIME'), ('10', 'CARDINAL'), ('a month', 'DATE')]",[],[],
118819,Zoloft,Depression,I only took this medicine once. The 1st night I was very anxious and unable to sleep plus my pulse rate was irregular and fast. Decided to just use Xanax for difficulty sleeping and no side effects. Citalopram was prescribed to me for insomnia and anxiety after my husband died unexpectedly. Following side effects of Citalopram tried Zoloft.,1,6,1,0,"[0.7015654444694519, 0.023519456386566162, 0.2749151289463043]","[('1st', 'ORDINAL'), ('Xanax', 'ORG'), ('Citalopram', 'ORG'), ('Zoloft', 'PERSON')]",[],[],
27803,Lexapro,Depression,"I had been on Lexapro 20mg for years and was tired of the weight gain and thought I was okay enough to be off of it. Weaned myself off of it over a long time and went through all of the brain zaps, confusion, exhaustion, etc. But, finally I was off it. I was starting to get depressed again and not very clear thoughts but I thought I could handle it. Then, I got the flu and was on Tamiflu (never again) and all of the depression and anxiety raised its ugly head again. Could not shake it. The horrible thoughts, depression, hopelessness, insomnia, etc. I started a week ago back on Lexapro 5mg and already feel much better. I am starting to get more tired during the day but I do not care. I may bump up to 10mg. If you need it, you need it.",9,57,1,0,"[0.6117225289344788, 0.025324026122689247, 0.36295342445373535]","[('20', 'CARDINAL'), ('years', 'DATE'), ('Tamiflu', 'ORG'), ('a week ago', 'DATE'), ('5', 'CARDINAL'), ('the day', 'DATE'), ('up to 10', 'CARDINAL')]",[],[],
146873,Alprazolam,Anxiety,"Tried this for a few days to help with anxiety instead of my usual Klonopin, at bedtime. Do not just switch to another benzo without transitioning. Had bad nightmares all night and was a wreak the following days. Might be good for some people, and maybe more for daytime anxiety but definitely didn't help my sleep (even when taking a higher dose than I normally do of Klonopin). On a side note, don't rely on benzos long-term (> 1 month). You will quickly dig yourself a hole as tolerance inevitably builds and your sleep and mental state will be worse than when you started. Been on benzos for > 2 years and I'm slowly reducing mine and it sucks pretty bad. Get on something safer and non-tolerance building. The sooner the better.",3,28,1,0,"[0.5027912259101868, 0.028965799137949944, 0.46824294328689575]","[('a few days', 'DATE'), ('Klonopin', 'PERSON'), ('all night', 'TIME'), ('the following days', 'DATE'), ('daytime', 'TIME'), ('Klonopin', 'GPE'), ('1 month', 'DATE'), ('2 years', 'DATE')]",[],[],
213085,Phenelzine,Depression,"Ptsd anxiety, Lifted after 20 years of suffering and isolation. On 90 mgs daily 9 months feel like enjoying life. Have cheated and eat as normal, Inorgasm problem eased with concurrent 05 mg cabergoline gives multiple orgasm. Weight gain in stomach very disappointing.",9,12,1,0,"[0.6350141763687134, 0.03134956583380699, 0.33363625407218933]","[('Lifted', 'ORG'), ('20 years', 'DATE'), ('90', 'CARDINAL'), ('daily 9 months', 'DATE'), ('05', 'CARDINAL')]",[],[],
4077,Seroquel Xr,Depression,Seroquel XR has changed my life. I feel I am present again in my world. Before taking this medication I had very little hope that I would ever feel enthusiastic about life. I recognize myself again. I can't say enough about how excited I am about living. I tried so many therapies and had given up hope anything would work. The combination of my antidepressant and Seroquel XR was the key for me.,10,122,0,2,"[0.14722058176994324, 0.038346342742443085, 0.8144330978393555]","[('Seroquel XR', 'PERSON')]",[],[],
121467,Venlafaxine,Depression,"I experienced a tightness in my upper chest which bothered me, sometime to the point of feeling I couldn't breathe well. I have discontinued it and feeling blue again.",7,0,0,2,"[0.4158802926540375, 0.08256441354751587, 0.5015552639961243]",[],[],[],
171085,Quetiapine,Depression,"I was put on this medicine very aggressively (200mg, quickly upped to 400mg) after a suicide attempt. As an antidepressant it is more effective than the first line medications like citalopram. And will help with sleep and a lack of hunger. However I absolutely hate the side effects. It is often said that antipsychotics ""steal your soul"" or act like a ""mental prison"". I would have to agree. To begin with this was fine, with severe depression I was happy to take any way out. However after about 6 months of this I decided enough was enough. Now I'm off it my personality is back.",6,50,0,2,"[0.4492676258087158, 0.02817440778017044, 0.5225579738616943]","[('200', 'CARDINAL'), ('400', 'CARDINAL'), ('first', 'ORDINAL'), ('about 6 months', 'DATE')]",[],[],
94003,Trintellix,Depression,"Update: I have been on this for a little over a month, 10mg for the past 3 weeks, 5mg 2 weeks before that. I am still getting extremely nauseous when I take it, burping and stomach upset/pain as well. Taking it at night did help with these symptoms but then I noticed I couldn't sleep so I try to take it before lunch. I haven't noticed much of a difference in my symptoms. I still feel down and have a hard time getting excited about anything. I really just want to stay in bed. I've recently started noticing I'm hungry all the time.",5,44,0,2,"[0.40760180354118347, 0.029949862509965897, 0.5624483227729797]","[('a little over a month', 'DATE'), ('10', 'CARDINAL'), ('the past 3 weeks', 'DATE'), ('5', 'CARDINAL'), ('2 weeks', 'DATE'), ('night', 'TIME')]",[],[],
115234,Diazepam,Anxiety,"My panic and anxiety problems used to be an everyday, or an every hour problem. I started using Valium over 30 years ago, several times a day. I am over 50, and am down to one or two diazepam a month. Maybe long time monitored use has been the difference, but I will never go anywhere without it. It has become a security blanket. It has been so effective, knowing it's there, it somehow does the trick.",9,28,0,2,"[0.35212627053260803, 0.034690603613853455, 0.6131831407546997]","[('an every hour', 'TIME'), ('Valium', 'PRODUCT'), ('30 years ago', 'DATE'), ('50', 'DATE'), ('one', 'CARDINAL')]",[],[],
176222,Lorazepam,Anxiety,"I have been experiencing periodic anxiety attacks ever since my house caught on fire, five years ago. Doc initially prescribed two Ativan a day, one in the morning and one at night. It worked great, but I didn't like the drowsy side effect in the morning. But, I will tell you, it is a life saver to quell off an attack that's in full gear or one that you feel coming on. As I write this, I just woke up in the middle of an attack and took 1 mg and am starting to come down after an hour. I only take them as needed now, so I don't build up a tolerance to the medication. I hope this was helpful to a few of you that suffer out there too.",10,33,0,2,"[0.37337759137153625, 0.02887827530503273, 0.5977441072463989]","[('five years ago', 'DATE'), ('Doc', 'PERSON'), ('two', 'CARDINAL'), ('one', 'CARDINAL'), ('night', 'TIME'), ('1', 'CARDINAL'), ('an hour', 'TIME')]",[],[],
140576,Escitalopram,Anxiety,"Hi Xanny.Yes,I have also experienced bleeding .It is a side effect of escitalopram. As a medical student and a patient of depression ,I know both the drug academically and as a patient. I take vitamin K drugs to counter the prolonged bleeding during periods.",7,1,1,0,"[0.6568249464035034, 0.02868075482547283, 0.3144943416118622]",[],[],[],
7694,Xanax,Anxiety,Takes away all anxiety and stress. I have GAD SAD and PTSD.,10,74,1,0,"[0.643879771232605, 0.03714238852262497, 0.31897786259651184]","[('PTSD', 'DATE')]",[],[],
160773,Buspirone,Anxiety,At first it worked pretty well but about 3 months later I was having the anxiety again.,4,18,0,2,"[0.39722079038619995, 0.11963464319705963, 0.483144611120224]","[('first', 'ORDINAL'), ('about 3 months later', 'DATE')]",[],[],
125791,Viibryd,Depression,"Side effects: heart palpitations & pounding, insomnia, numb hands, 24/7 panic attack even in my home lying in bed, fearful of getting out of bed, leaving the house. Frequent diarrhea & abdominal pain. Auditory hallucinations. Had to stop, not even remotely tolerable. I got tested by 'Assurex Health' Genesight testing which showed this to be on my 'green' list. I see that they billed my insurance $6,224.00 and my responsibility is $1300.00 but I was told there was some sliding scale so we'll see. They're making a killing on these tests and I'm afraid to try anything else on their green list, since they're all newer drugs, all costing in the range of $250 to $400, seems like there is something going on that doesn't benefit patients/victims",1,19,1,0,"[0.6616825461387634, 0.02891337126493454, 0.3094041049480438]","[('24/7', 'CARDINAL'), (""Assurex Health'"", 'WORK_OF_ART'), ('6,224.00', 'MONEY'), ('1300.00', 'MONEY'), ('$250 to $400', 'MONEY')]",[],[],
